,Date,Time,Vis,VisScore,Home,Home_Score,Box Score,OT,Attendence,Venue,Notes
1033,"Sat, Mar 22, 2014",8:00p,Miami Heat,95,New Orleans Pelicans,105,Box Score,,"18,185",Smoothie King Center,
1034,"Sat, Mar 22, 2014",9:00p,Orlando Magic,88,Utah Jazz,89,Box Score,,"19,228",EnergySolutions Arena,
1035,"Sat, Mar 22, 2014",10:30p,San Antonio Spurs,99,Golden State Warriors,90,Box Score,,"19,596",Oracle Arena,
1036,"Sat, Mar 22, 2014",10:30p,Detroit Pistons,103,Los Angeles Clippers,112,Box Score,,"19,214",STAPLES Center,
1037,"Sun, Mar 23, 2014",1:00p,Atlanta Hawks,86,Toronto Raptors,96,Box Score,,"18,140",Air Canada Centre,
1038,"Sun, Mar 23, 2014",3:30p,Phoenix Suns,127,Minnesota Timberwolves,120,Box Score,,"17,866",Target Center,
1039,"Sun, Mar 23, 2014",5:00p,Washington Wizards,102,Denver Nuggets,105,Box Score,,"18,324",Pepsi Center,
1040,"Sun, Mar 23, 2014",6:00p,Milwaukee Bucks,107,Sacramento Kings,124,Box Score,,"16,341",Sleep Train Arena,
1041,"Sun, Mar 23, 2014",7:30p,Brooklyn Nets,107,Dallas Mavericks,104,Box Score,OT,"19,603",American Airlines Center,
1042,"Sun, Mar 23, 2014",7:30p,Cleveland Cavaliers,106,New York Knicks,100,Box Score,,"19,812",Madison Square Garden (IV),
1043,"Sun, Mar 23, 2014",9:30p,Orlando Magic,94,Los Angeles Lakers,103,Box Score,,"17,803",STAPLES Center,
1044,"Mon, Mar 24, 2014",7:00p,Houston Rockets,100,Charlotte Bobcats,89,Box Score,,"15,511",Time Warner Cable Arena,
1045,"Mon, Mar 24, 2014",7:30p,Phoenix Suns,102,Atlanta Hawks,95,Box Score,,"12,240",Philips Arena,
1046,"Mon, Mar 24, 2014",7:30p,Portland Trail Blazers,91,Miami Heat,93,Box Score,,"20,030",AmericanAirlines Arena,
1047,"Mon, Mar 24, 2014",8:00p,Indiana Pacers,77,Chicago Bulls,89,Box Score,,"21,803",United Center,
1048,"Mon, Mar 24, 2014",8:00p,Minnesota Timberwolves,92,Memphis Grizzlies,109,Box Score,,"17,784",FedEx Forum,
1049,"Mon, Mar 24, 2014",8:00p,Brooklyn Nets,104,New Orleans Pelicans,109,Box Score,OT,"14,599",Smoothie King Center,
1050,"Mon, Mar 24, 2014",8:00p,Denver Nuggets,96,Oklahoma City Thunder,117,Box Score,,"18,203",Chesapeake Energy Arena,
1051,"Mon, Mar 24, 2014",8:30p,Philadelphia 76ers,91,San Antonio Spurs,113,Box Score,,"17,798",AT&T Center,
1052,"Mon, Mar 24, 2014",9:00p,Detroit Pistons,114,Utah Jazz,94,Box Score,,"17,595",EnergySolutions Arena,
1053,"Mon, Mar 24, 2014",10:30p,Milwaukee Bucks,98,Los Angeles Clippers,106,Box Score,,"19,060",STAPLES Center,
1054,"Tue, Mar 25, 2014",7:00p,Toronto Raptors,100,Cleveland Cavaliers,102,Box Score,,"15,497",Quicken Loans Arena,
1055,"Tue, Mar 25, 2014",7:00p,Portland Trail Blazers,85,Orlando Magic,95,Box Score,,"17,896",Amway Center,
1056,"Tue, Mar 25, 2014",8:00p,Oklahoma City Thunder,119,Dallas Mavericks,128,Box Score,OT,"19,607",American Airlines Center,
1057,"Tue, Mar 25, 2014",10:30p,New York Knicks,96,Los Angeles Lakers,127,Box Score,,"18,997",STAPLES Center,
1058,"Wed, Mar 26, 2014",7:00p,Brooklyn Nets,111,Charlotte Bobcats,116,Box Score,OT,"15,943",Time Warner Cable Arena,
1059,"Wed, Mar 26, 2014",7:00p,Phoenix Suns,99,Washington Wizards,93,Box Score,,"18,805",Verizon Center,
1060,"Wed, Mar 26, 2014",7:30p,Toronto Raptors,99,Boston Celtics,90,Box Score,,"18,341",TD Garden,
1061,"Wed, Mar 26, 2014",7:30p,Cleveland Cavaliers,97,Detroit Pistons,96,Box Score,,"15,979",The Palace of Auburn Hills,
1062,"Wed, Mar 26, 2014",8:00p,Miami Heat,83,Indiana Pacers,84,Box Score,,"18,165",Bankers Life Fieldhouse,
1063,"Wed, Mar 26, 2014",8:00p,Atlanta Hawks,83,Minnesota Timberwolves,107,Box Score,,"11,632",Target Center,
1064,"Wed, Mar 26, 2014",8:00p,Los Angeles Clippers,96,New Orleans Pelicans,98,Box Score,,"16,363",Smoothie King Center,
1065,"Wed, Mar 26, 2014",8:30p,Denver Nuggets,103,San Antonio Spurs,108,Box Score,,"17,949",AT&T Center,
1066,"Wed, Mar 26, 2014",10:00p,New York Knicks,107,Sacramento Kings,99,Box Score,,"15,594",Sleep Train Arena,
1067,"Wed, Mar 26, 2014",10:30p,Memphis Grizzlies,91,Utah Jazz,87,Box Score,,"19,081",EnergySolutions Arena,
1068,"Thu, Mar 27, 2014",7:30p,Portland Trail Blazers,100,Atlanta Hawks,85,Box Score,,"13,228",Philips Arena,
1069,"Thu, Mar 27, 2014",8:00p,Philadelphia 76ers,98,Houston Rockets,120,Box Score,,"18,334",Toyota Center,
1070,"Thu, Mar 27, 2014",8:00p,Los Angeles Lakers,105,Milwaukee Bucks,108,Box Score,,"15,439",BMO Harris Bradley Center,
1071,"Thu, Mar 27, 2014",8:30p,Los Angeles Clippers,109,Dallas Mavericks,103,Box Score,,"19,912",American Airlines Center,
1072,"Fri, Mar 28, 2014",7:00p,Charlotte Bobcats,105,Orlando Magic,110,Box Score,OT,"16,003",Amway Center,
1073,"Fri, Mar 28, 2014",7:00p,Boston Celtics,103,Toronto Raptors,105,Box Score,,"19,800",Air Canada Centre,
1074,"Fri, Mar 28, 2014",7:00p,Indiana Pacers,78,Washington Wizards,91,Box Score,,"19,708",Verizon Center,
1075,"Fri, Mar 28, 2014",7:30p,Cleveland Cavaliers,97,Brooklyn Nets,108,Box Score,,"17,732",Barclays Center,
1076,"Fri, Mar 28, 2014",7:30p,Miami Heat,110,Detroit Pistons,78,Box Score,,"21,231",The Palace of Auburn Hills,
1077,"Fri, Mar 28, 2014",8:00p,Portland Trail Blazers,91,Chicago Bulls,74,Box Score,,"22,055",United Center,
1078,"Fri, Mar 28, 2014",8:00p,Los Angeles Lakers,107,Minnesota Timberwolves,143,Box Score,,"16,442",Target Center,
1079,"Fri, Mar 28, 2014",8:00p,Utah Jazz,95,New Orleans Pelicans,102,Box Score,,"17,699",Smoothie King Center,
1080,"Fri, Mar 28, 2014",8:00p,Sacramento Kings,81,Oklahoma City Thunder,94,Box Score,,"18,203",Chesapeake Energy Arena,
1081,"Fri, Mar 28, 2014",9:00p,San Antonio Spurs,133,Denver Nuggets,102,Box Score,,"19,155",Pepsi Center,
1082,"Fri, Mar 28, 2014",10:00p,New York Knicks,88,Phoenix Suns,112,Box Score,,"17,106",US Airways Center,
1083,"Fri, Mar 28, 2014",10:30p,Memphis Grizzlies,93,Golden State Warriors,100,Box Score,,"19,596",Oracle Arena,
1084,"Sat, Mar 29, 2014",7:30p,Detroit Pistons,98,Philadelphia 76ers,123,Box Score,,"17,438",Wells Fargo Center,
1085,"Sat, Mar 29, 2014",8:00p,Los Angeles Clippers,118,Houston Rockets,107,Box Score,,"18,337",Toyota Center,
1086,"Sat, Mar 29, 2014",8:00p,Atlanta Hawks,97,Washington Wizards,101,Box Score,,"17,996",Verizon Center,
1087,"Sat, Mar 29, 2014",8:30p,Sacramento Kings,100,Dallas Mavericks,103,Box Score,,"20,210",American Airlines Center,
1088,"Sat, Mar 29, 2014",8:30p,Miami Heat,88,Milwaukee Bucks,67,Box Score,,"17,986",BMO Harris Bradley Center,
1089,"Sat, Mar 29, 2014",8:30p,New Orleans Pelicans,80,San Antonio Spurs,96,Box Score,,"18,581",AT&T Center,
1090,"Sun, Mar 30, 2014",3:00p,Indiana Pacers,76,Cleveland Cavaliers,90,Box Score,,"17,147",Quicken Loans Arena,
1091,"Sun, Mar 30, 2014",3:00p,Utah Jazz,96,Oklahoma City Thunder,116,Box Score,,"18,203",Chesapeake Energy Arena,
1092,"Sun, Mar 30, 2014",6:00p,Minnesota Timberwolves,99,Brooklyn Nets,114,Box Score,,"17,732",Barclays Center,
1093,"Sun, Mar 30, 2014",6:00p,Toronto Raptors,98,Orlando Magic,93,Box Score,,"16,018",Amway Center,
1094,"Sun, Mar 30, 2014",7:00p,Chicago Bulls,107,Boston Celtics,102,Box Score,,"18,624",TD Garden,
1095,"Sun, Mar 30, 2014",9:00p,New York Knicks,89,Golden State Warriors,84,Box Score,,"19,596",Oracle Arena,
1096,"Sun, Mar 30, 2014",9:00p,Memphis Grizzlies,98,Portland Trail Blazers,105,Box Score,,"19,994",Moda Center,
1097,"Sun, Mar 30, 2014",9:30p,Phoenix Suns,99,Los Angeles Lakers,115,Box Score,,"18,355",STAPLES Center,
1098,"Mon, Mar 31, 2014",7:00p,Washington Wizards,94,Charlotte Bobcats,100,Box Score,,"14,894",Time Warner Cable Arena,
1099,"Mon, Mar 31, 2014",7:00p,San Antonio Spurs,103,Indiana Pacers,77,Box Score,,"18,165",Bankers Life Fieldhouse,
1100,"Mon, Mar 31, 2014",7:30p,Philadelphia 76ers,95,Atlanta Hawks,103,Box Score,,"11,096",Philips Arena,
1101,"Mon, Mar 31, 2014",7:30p,Milwaukee Bucks,111,Detroit Pistons,116,Box Score,,"13,062",The Palace of Auburn Hills,
1102,"Mon, Mar 31, 2014",7:30p,Toronto Raptors,83,Miami Heat,93,Box Score,,"19,831",AmericanAirlines Arena,
1103,"Mon, Mar 31, 2014",8:00p,Boston Celtics,80,Chicago Bulls,94,Box Score,,"21,494",United Center,
1104,"Mon, Mar 31, 2014",8:00p,Los Angeles Clippers,114,Minnesota Timberwolves,104,Box Score,,"12,172",Target Center,
1105,"Mon, Mar 31, 2014",8:00p,Sacramento Kings,102,New Orleans Pelicans,97,Box Score,,"15,548",Smoothie King Center,
1106,"Mon, Mar 31, 2014",9:00p,Memphis Grizzlies,94,Denver Nuggets,92,Box Score,,"14,570",Pepsi Center,
1107,"Mon, Mar 31, 2014",9:00p,New York Knicks,92,Utah Jazz,83,Box Score,,"18,653",EnergySolutions Arena,
1108,"Tue, Apr 1, 2014",8:00p,Houston Rockets,96,Brooklyn Nets,105,Box Score,,"17,732",Barclays Center,
1109,"Tue, Apr 1, 2014",8:30p,Golden State Warriors,122,Dallas Mavericks,120,Box Score,OT,"20,423",American Airlines Center,
1110,"Tue, Apr 1, 2014",10:30p,Portland Trail Blazers,124,Los Angeles Lakers,112,Box Score,,"18,110",STAPLES Center,
1111,"Wed, Apr 2, 2014",7:00p,Detroit Pistons,94,Indiana Pacers,101,Box Score,,"18,165",Bankers Life Fieldhouse,
1112,"Wed, Apr 2, 2014",7:00p,Brooklyn Nets,81,New York Knicks,110,Box Score,,"19,812",Madison Square Garden (IV),
1113,"Wed, Apr 2, 2014",7:00p,Cleveland Cavaliers,119,Orlando Magic,98,Box Score,,"16,092",Amway Center,
1114,"Wed, Apr 2, 2014",7:00p,Charlotte Bobcats,123,Philadelphia 76ers,93,Box Score,,"12,136",Wells Fargo Center,
1115,"Wed, Apr 2, 2014",7:00p,Houston Rockets,103,Toronto Raptors,107,Box Score,,"18,294",Air Canada Centre,
1116,"Wed, Apr 2, 2014",7:00p,Boston Celtics,92,Washington Wizards,118,Box Score,,"17,770",Verizon Center,
1117,"Wed, Apr 2, 2014",7:30p,Chicago Bulls,105,Atlanta Hawks,92,Box Score,,"17,029",Philips Arena,
1118,"Wed, Apr 2, 2014",7:30p,Milwaukee Bucks,77,Miami Heat,96,Box Score,,"19,609",AmericanAirlines Arena,
1119,"Wed, Apr 2, 2014",8:00p,Memphis Grizzlies,88,Minnesota Timberwolves,102,Box Score,,"12,009",Target Center,
1120,"Wed, Apr 2, 2014",8:30p,Golden State Warriors,90,San Antonio Spurs,111,Box Score,,"18,581",AT&T Center,
1121,"Wed, Apr 2, 2014",9:00p,New Orleans Pelicans,107,Denver Nuggets,137,Box Score,,"14,783",Pepsi Center,
1122,"Wed, Apr 2, 2014",10:00p,Los Angeles Clippers,112,Phoenix Suns,108,Box Score,,"16,091",US Airways Center,
1123,"Wed, Apr 2, 2014",10:00p,Los Angeles Lakers,102,Sacramento Kings,107,Box Score,,"17,317",Sleep Train Arena,
1124,"Thu, Apr 3, 2014",8:00p,San Antonio Spurs,94,Oklahoma City Thunder,106,Box Score,,"18,203",Chesapeake Energy Arena,
1125,"Thu, Apr 3, 2014",10:30p,Dallas Mavericks,113,Los Angeles Clippers,107,Box Score,,"19,222",STAPLES Center,
1126,"Fri, Apr 4, 2014",7:00p,Orlando Magic,80,Charlotte Bobcats,91,Box Score,,"17,708",Time Warner Cable Arena,
1127,"Fri, Apr 4, 2014",7:00p,Denver Nuggets,92,Memphis Grizzlies,100,Box Score,,"17,011",FedEx Forum,
1128,"Fri, Apr 4, 2014",7:00p,Indiana Pacers,94,Toronto Raptors,102,Box Score,,"19,800",Air Canada Centre,
1129,"Fri, Apr 4, 2014",7:30p,Cleveland Cavaliers,98,Atlanta Hawks,117,Box Score,,"16,210",Philips Arena,
1130,"Fri, Apr 4, 2014",7:30p,Philadelphia 76ers,111,Boston Celtics,102,Box Score,,"18,624",TD Garden,
1131,"Fri, Apr 4, 2014",7:30p,Detroit Pistons,104,Brooklyn Nets,116,Box Score,,"16,754",Barclays Center,
1132,"Fri, Apr 4, 2014",7:30p,Minnesota Timberwolves,122,Miami Heat,121,Box Score,2OT,"19,661",AmericanAirlines Arena,
1133,"Fri, Apr 4, 2014",7:30p,Washington Wizards,90,New York Knicks,89,Box Score,,"19,812",Madison Square Garden (IV),
1134,"Fri, Apr 4, 2014",8:00p,Milwaukee Bucks,90,Chicago Bulls,102,Box Score,,"21,996",United Center,
1135,"Fri, Apr 4, 2014",9:00p,New Orleans Pelicans,96,Utah Jazz,100,Box Score,,"19,681",EnergySolutions Arena,
1136,"Fri, Apr 4, 2014",9:30p,Oklahoma City Thunder,107,Houston Rockets,111,Box Score,,"18,407",Toyota Center,
1137,"Fri, Apr 4, 2014",10:00p,Phoenix Suns,109,Portland Trail Blazers,93,Box Score,,"20,089",Moda Center,
1138,"Fri, Apr 4, 2014",10:30p,Sacramento Kings,69,Golden State Warriors,102,Box Score,,"19,596",Oracle Arena,
1139,"Fri, Apr 4, 2014",10:30p,Dallas Mavericks,107,Los Angeles Lakers,95,Box Score,,"18,997",STAPLES Center,
1140,"Sat, Apr 5, 2014",7:00p,Minnesota Timberwolves,92,Orlando Magic,100,Box Score,,"16,992",Amway Center,
1141,"Sat, Apr 5, 2014",7:00p,Chicago Bulls,96,Washington Wizards,78,Box Score,,"19,661",Verizon Center,
1142,"Sat, Apr 5, 2014",7:30p,Charlotte Bobcats,96,Cleveland Cavaliers,94,Box Score,OT,"18,179",Quicken Loans Arena,
1143,"Sat, Apr 5, 2014",7:30p,Boston Celtics,111,Detroit Pistons,115,Box Score,,"19,558",The Palace of Auburn Hills,
1144,"Sat, Apr 5, 2014",7:30p,Brooklyn Nets,105,Philadelphia 76ers,101,Box Score,,"16,133",Wells Fargo Center,
1145,"Sat, Apr 5, 2014",8:30p,Toronto Raptors,102,Milwaukee Bucks,98,Box Score,,"16,310",BMO Harris Bradley Center,
1146,"Sun, Apr 6, 2014",1:00p,New York Knicks,91,Miami Heat,102,Box Score,,"19,647",AmericanAirlines Arena,
1147,"Sun, Apr 6, 2014",3:30p,Los Angeles Lakers,97,Los Angeles Clippers,120,Box Score,,"19,239",STAPLES Center,
1148,"Sun, Apr 6, 2014",6:00p,Atlanta Hawks,107,Indiana Pacers,88,Box Score,,"18,165",Bankers Life Fieldhouse,
1149,"Sun, Apr 6, 2014",6:00p,Dallas Mavericks,93,Sacramento Kings,91,Box Score,,"17,023",Sleep Train Arena,
1150,"Sun, Apr 6, 2014",7:00p,Denver Nuggets,125,Houston Rockets,130,Box Score,OT,"18,325",Toyota Center,
1151,"Sun, Apr 6, 2014",7:00p,Memphis Grizzlies,92,San Antonio Spurs,112,Box Score,,"18,581",AT&T Center,
1152,"Sun, Apr 6, 2014",9:00p,Utah Jazz,102,Golden State Warriors,130,Box Score,,"19,596",Oracle Arena,
1153,"Sun, Apr 6, 2014",9:00p,Oklahoma City Thunder,115,Phoenix Suns,122,Box Score,,"18,422",US Airways Center,
1154,"Sun, Apr 6, 2014",9:00p,New Orleans Pelicans,94,Portland Trail Blazers,100,Box Score,,"20,036",Moda Center,
1155,"Tue, Apr 8, 2014",7:30p,Detroit Pistons,102,Atlanta Hawks,95,Box Score,,"10,587",Philips Arena,
1156,"Tue, Apr 8, 2014",8:00p,Brooklyn Nets,88,Miami Heat,87,Box Score,,"19,600",AmericanAirlines Arena,
1157,"Tue, Apr 8, 2014",8:00p,San Antonio Spurs,91,Minnesota Timberwolves,110,Box Score,,"10,117",Target Center,
1158,"Tue, Apr 8, 2014",9:00p,Dallas Mavericks,95,Utah Jazz,83,Box Score,,"18,102",EnergySolutions Arena,
1159,"Tue, Apr 8, 2014",10:00p,Oklahoma City Thunder,107,Sacramento Kings,92,Box Score,,"16,696",Sleep Train Arena,
1160,"Tue, Apr 8, 2014",10:30p,Houston Rockets,145,Los Angeles Lakers,130,Box Score,,"18,131",STAPLES Center,
1161,"Wed, Apr 9, 2014",7:00p,Detroit Pistons,100,Cleveland Cavaliers,122,Box Score,,"15,979",Quicken Loans Arena,
1162,"Wed, Apr 9, 2014",7:00p,Brooklyn Nets,111,Orlando Magic,115,Box Score,,"16,085",Amway Center,
1163,"Wed, Apr 9, 2014",7:00p,Philadelphia 76ers,114,Toronto Raptors,125,Box Score,,"18,789",Air Canada Centre,
1164,"Wed, Apr 9, 2014",7:00p,Charlotte Bobcats,94,Washington Wizards,88,Box Score,OT,"17,784",Verizon Center,
1165,"Wed, Apr 9, 2014",7:30p,Boston Celtics,97,Atlanta Hawks,105,Box Score,,"13,868",Philips Arena,
1166,"Wed, Apr 9, 2014",8:00p,Miami Heat,102,Memphis Grizzlies,107,Box Score,,"18,119",FedEx Forum,
1167,"Wed, Apr 9, 2014",8:00p,Indiana Pacers,104,Milwaukee Bucks,102,Box Score,,"13,139",BMO Harris Bradley Center,
1168,"Wed, Apr 9, 2014",8:00p,Chicago Bulls,102,Minnesota Timberwolves,87,Box Score,,"13,447",Target Center,
1169,"Wed, Apr 9, 2014",8:00p,Phoenix Suns,94,New Orleans Pelicans,88,Box Score,,"16,256",Smoothie King Center,
1170,"Wed, Apr 9, 2014",9:00p,Houston Rockets,116,Denver Nuggets,123,Box Score,,"15,322",Pepsi Center,
1171,"Wed, Apr 9, 2014",10:00p,Sacramento Kings,99,Portland Trail Blazers,100,Box Score,,"20,002",Moda Center,
1172,"Wed, Apr 9, 2014",10:30p,Oklahoma City Thunder,107,Los Angeles Clippers,101,Box Score,,"19,459",STAPLES Center,
1173,"Thu, Apr 10, 2014",8:00p,San Antonio Spurs,109,Dallas Mavericks,100,Box Score,,"20,324",American Airlines Center,
1174,"Thu, Apr 10, 2014",10:30p,Denver Nuggets,100,Golden State Warriors,99,Box Score,,"19,596",Oracle Arena,
1175,"Fri, Apr 11, 2014",7:00p,Washington Wizards,96,Orlando Magic,86,Box Score,,"17,009",Amway Center,
1176,"Fri, Apr 11, 2014",7:00p,New York Knicks,108,Toronto Raptors,100,Box Score,,"19,800",Air Canada Centre,
1177,"Fri, Apr 11, 2014",7:30p,Charlotte Bobcats,103,Boston Celtics,106,Box Score,,"18,624",TD Garden,
1178,"Fri, Apr 11, 2014",7:30p,Atlanta Hawks,93,Brooklyn Nets,88,Box Score,,"17,732",Barclays Center,
1179,"Fri, Apr 11, 2014",7:30p,Indiana Pacers,86,Miami Heat,98,Box Score,,"20,300",AmericanAirlines Arena,
1180,"Fri, Apr 11, 2014",8:00p,Detroit Pistons,98,Chicago Bulls,106,Box Score,,"22,219",United Center,
1181,"Fri, Apr 11, 2014",8:00p,Philadelphia 76ers,95,Memphis Grizzlies,117,Box Score,,"17,456",FedEx Forum,
1182,"Fri, Apr 11, 2014",8:00p,Houston Rockets,110,Minnesota Timberwolves,112,Box Score,,"16,689",Target Center,
1183,"Fri, Apr 11, 2014",8:00p,New Orleans Pelicans,94,Oklahoma City Thunder,116,Box Score,,"18,203",Chesapeake Energy Arena,
1184,"Fri, Apr 11, 2014",8:30p,Cleveland Cavaliers,116,Milwaukee Bucks,119,Box Score,,"13,126",BMO Harris Bradley Center,
1185,"Fri, Apr 11, 2014",8:30p,Phoenix Suns,104,San Antonio Spurs,112,Box Score,,"18,581",AT&T Center,
1186,"Fri, Apr 11, 2014",9:00p,Portland Trail Blazers,111,Utah Jazz,99,Box Score,,"19,248",EnergySolutions Arena,
1187,"Fri, Apr 11, 2014",10:30p,Golden State Warriors,112,Los Angeles Lakers,95,Box Score,,"18,997",STAPLES Center,
1188,"Sat, Apr 12, 2014",3:30p,Sacramento Kings,101,Los Angeles Clippers,117,Box Score,,"19,060",STAPLES Center,
1189,"Sat, Apr 12, 2014",7:00p,Philadelphia 76ers,105,Charlotte Bobcats,111,Box Score,,"17,140",Time Warner Cable Arena,
1190,"Sat, Apr 12, 2014",7:00p,Milwaukee Bucks,91,Washington Wizards,104,Box Score,,"17,278",Verizon Center,
1191,"Sat, Apr 12, 2014",7:30p,Miami Heat,85,Atlanta Hawks,98,Box Score,,"19,287",Philips Arena,
1192,"Sat, Apr 12, 2014",7:30p,Boston Celtics,111,Cleveland Cavaliers,99,Box Score,,"18,456",Quicken Loans Arena,
1193,"Sat, Apr 12, 2014",8:00p,New Orleans Pelicans,104,Houston Rockets,111,Box Score,,"18,372",Toyota Center,
1194,"Sat, Apr 12, 2014",8:30p,Phoenix Suns,98,Dallas Mavericks,101,Box Score,,"20,413",American Airlines Center,
1195,"Sat, Apr 12, 2014",9:00p,Utah Jazz,94,Denver Nuggets,101,Box Score,,"18,832",Pepsi Center,
1196,"Sun, Apr 13, 2014",1:00p,Oklahoma City Thunder,97,Indiana Pacers,102,Box Score,,"18,165",Bankers Life Fieldhouse,
1197,"Sun, Apr 13, 2014",3:30p,Toronto Raptors,116,Detroit Pistons,107,Box Score,,"16,944",The Palace of Auburn Hills,
1198,"Sun, Apr 13, 2014",6:00p,Orlando Magic,88,Brooklyn Nets,97,Box Score,,"17,732",Barclays Center,
1199,"Sun, Apr 13, 2014",7:30p,Chicago Bulls,89,New York Knicks,100,Box Score,,"19,812",Madison Square Garden (IV),
1200,"Sun, Apr 13, 2014",9:00p,Golden State Warriors,117,Portland Trail Blazers,119,Box Score,OT,"19,995",Moda Center,
1201,"Sun, Apr 13, 2014",9:00p,Minnesota Timberwolves,103,Sacramento Kings,106,Box Score,,"16,965",Sleep Train Arena,
1202,"Sun, Apr 13, 2014",9:30p,Memphis Grizzlies,102,Los Angeles Lakers,90,Box Score,,"18,997",STAPLES Center,
1203,"Mon, Apr 14, 2014",7:00p,Boston Celtics,108,Philadelphia 76ers,113,Box Score,,"17,822",Wells Fargo Center,
1204,"Mon, Apr 14, 2014",7:00p,Milwaukee Bucks,100,Toronto Raptors,110,Box Score,,"18,821",Air Canada Centre,
1205,"Mon, Apr 14, 2014",7:00p,Miami Heat,93,Washington Wizards,114,Box Score,,"20,356",Verizon Center,
1206,"Mon, Apr 14, 2014",7:30p,Charlotte Bobcats,95,Atlanta Hawks,93,Box Score,,"11,918",Philips Arena,
1207,"Mon, Apr 14, 2014",8:00p,Orlando Magic,95,Chicago Bulls,108,Box Score,,"22,087",United Center,
1208,"Mon, Apr 14, 2014",8:00p,San Antonio Spurs,98,Houston Rockets,104,Box Score,,"18,406",Toyota Center,
1209,"Mon, Apr 14, 2014",8:00p,Oklahoma City Thunder,89,New Orleans Pelicans,101,Box Score,,"17,024",Smoothie King Center,
1210,"Mon, Apr 14, 2014",9:00p,Los Angeles Lakers,119,Utah Jazz,104,Box Score,,"19,911",EnergySolutions Arena,
1211,"Mon, Apr 14, 2014",10:00p,Memphis Grizzlies,97,Phoenix Suns,91,Box Score,,"18,422",US Airways Center,
1212,"Mon, Apr 14, 2014",10:30p,Minnesota Timberwolves,120,Golden State Warriors,130,Box Score,,"19,596",Oracle Arena,
1213,"Tue, Apr 15, 2014",8:00p,New York Knicks,109,Brooklyn Nets,98,Box Score,,"17,732",Barclays Center,
1214,"Tue, Apr 15, 2014",10:30p,Denver Nuggets,105,Los Angeles Clippers,117,Box Score,,"19,330",STAPLES Center,
1215,"Wed, Apr 16, 2014",7:00p,Chicago Bulls,86,Charlotte Bobcats,91,Box Score,OT,"17,627",Time Warner Cable Arena,
1216,"Wed, Apr 16, 2014",7:00p,Indiana Pacers,101,Orlando Magic,86,Box Score,,"18,846",Amway Center,
1217,"Wed, Apr 16, 2014",8:00p,Washington Wizards,118,Boston Celtics,102,Box Score,,"18,624",TD Garden,
1218,"Wed, Apr 16, 2014",8:00p,Brooklyn Nets,85,Cleveland Cavaliers,114,Box Score,,"19,842",Quicken Loans Arena,
1219,"Wed, Apr 16, 2014",8:00p,Dallas Mavericks,105,Memphis Grizzlies,106,Box Score,OT,"17,323",FedEx Forum,
1220,"Wed, Apr 16, 2014",8:00p,Philadelphia 76ers,100,Miami Heat,87,Box Score,,"20,350",AmericanAirlines Arena,
1221,"Wed, Apr 16, 2014",8:00p,Atlanta Hawks,111,Milwaukee Bucks,103,Box Score,,"13,111",BMO Harris Bradley Center,
1222,"Wed, Apr 16, 2014",8:00p,Utah Jazz,136,Minnesota Timberwolves,130,Box Score,2OT,"14,155",Target Center,
1223,"Wed, Apr 16, 2014",8:00p,Houston Rockets,100,New Orleans Pelicans,105,Box Score,,"17,421",Smoothie King Center,
1224,"Wed, Apr 16, 2014",8:00p,Toronto Raptors,92,New York Knicks,95,Box Score,,"19,812",Madison Square Garden (IV),
1225,"Wed, Apr 16, 2014",8:00p,Detroit Pistons,111,Oklahoma City Thunder,112,Box Score,,"18,203",Chesapeake Energy Arena,
1226,"Wed, Apr 16, 2014",8:00p,Los Angeles Lakers,113,San Antonio Spurs,100,Box Score,,"18,581",AT&T Center,
1227,"Wed, Apr 16, 2014",10:30p,Golden State Warriors,116,Denver Nuggets,112,Box Score,,"17,232",Pepsi Center,
1228,"Wed, Apr 16, 2014",10:30p,Los Angeles Clippers,104,Portland Trail Blazers,110,Box Score,,"20,021",Moda Center,
1229,"Wed, Apr 16, 2014",10:30p,Phoenix Suns,104,Sacramento Kings,99,Box Score,,"17,317",Sleep Train Arena,
1230,"Sat, Apr 19, 2014",12:30p,Brooklyn Nets,94,Toronto Raptors,87,Box Score,,"19,800",Air Canada Centre,
1231,"Sat, Apr 19, 2014",3:30p,Golden State Warriors,109,Los Angeles Clippers,105,Box Score,,"19,339",STAPLES Center,
1232,"Sat, Apr 19, 2014",7:00p,Atlanta Hawks,101,Indiana Pacers,93,Box Score,,"18,165",Bankers Life Fieldhouse,
1233,"Sat, Apr 19, 2014",9:43p,Memphis Grizzlies,86,Oklahoma City Thunder,100,Box Score,,"18,203",Chesapeake Energy Arena,
1234,"Sun, Apr 20, 2014",1:00p,Dallas Mavericks,85,San Antonio Spurs,90,Box Score,,"18,581",AT&T Center,
1235,"Sun, Apr 20, 2014",3:30p,Charlotte Bobcats,88,Miami Heat,99,Box Score,,"19,640",AmericanAirlines Arena,
1236,"Sun, Apr 20, 2014",7:00p,Washington Wizards,102,Chicago Bulls,93,Box Score,,"21,694",United Center,
1237,"Sun, Apr 20, 2014",9:30p,Portland Trail Blazers,122,Houston Rockets,120,Box Score,OT,"18,240",Toyota Center,
1238,"Mon, Apr 21, 2014",8:00p,Memphis Grizzlies,111,Oklahoma City Thunder,105,Box Score,OT,"18,203",Chesapeake Energy Arena,
1239,"Mon, Apr 21, 2014",10:30p,Golden State Warriors,98,Los Angeles Clippers,138,Box Score,,"19,570",STAPLES Center,
